url,fragrance
/Chloe/Womens-fragrances/Roses-de-Chloe/Eau-de-Toilette-Spray/index_43211.aspx,floral
/XERJOFF/Collections/Oud-Stars-Collection/Eau-de-Parfum-Spray/index_76336.aspx,floral
/Lancome/Womens-fragrances/La-Nuit-Tresor/Eau-de-Parfum-Spray-Intense/index_109427.aspx,floral
/KENZO/Womens-fragrances/FLOWER-BY-KENZO/Eau-de-Parfum-Spray/index_113709.aspx,floral
/Issey-Miyake/Womens-fragrances/A-Drop-dIssey/Eau-de-Parfum-Spray/index_100434.aspx,floral
/Valentino/Womens-fragrances/Valentina/Eau-de-Parfum-Spray/index_92041.aspx,floral
/Armani/Giorgio-Armani-Parfums/Emporio-Armani/Eau-de-Parfum-Spray/index_11088.aspx,floral
/Yves-Saint-Laurent/Womens-fragrances/Mon-Paris/Eau-de-Parfum-Spray/index_91088.aspx,floral
/DIOR/Womens-fragrances/Dior-Addict/Eau-Fraiche-Spray/index_46742.aspx,floral
/Nina-Ricci/Womens-fragrances/Nina/Eau-de-Toilette-Spray/index_114883.aspx,floral
/Ralph-Lauren/Womens-fragrances/Ralph/Eau-de-Toilette-Spray/index_18665.aspx,floral
/Montale/Fragrances/Flowers/Eau-de-Parfum-Spray/index_118671.aspx,floral
/GUERLAIN/Womens-fragrances/La-Petite-Robe-Noire/Eau-de-Toilette-Spray/index_41167.aspx,floral
/Calvin-Klein/Womens-fragrances/Euphoria/Eau-de-Parfum-Spray/index_15348.aspx,floral
/Cartier/Womens-fragrances/Baiser-Vole/Body-Lotion/index_34613.aspx,floral
/Bvlgari/Womens-fragrances/Omnia-Amethyste/Eau-de-Toilette-Spray/index_14861.aspx,floral
/Lancome/Womens-fragrances/La-Nuit-Tresor/Eau-de-Parfum-Spray/index_119521.aspx,floral
/Juicy-Couture/Womens-fragrances/Viva-La-Juicy/Eau-de-Parfum-Spray/index_87256.aspx,floral
