brand,name_1,name_2,category,gender,base_price,url,image
Jardin Bohème,Les Essences,Rose Interdite,Eau de Parfum Spray,Women,"BP: €1,799.00* / 1000 ml",/Jardin-Boheme/Womens-fragrances/Les-Essences/Eau-de-Parfum-Spray/index_116759.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jardin-Boheme-Les-Essences-Rose-Interdite-Eau-de-Parfum-Spray-116759.jpg
Jardin Bohème,Les Essences,Iris Sublime,Eau de Parfum Spray,Women,"BP: €1,799.00* / 1000 ml",/Jardin-Boheme/Womens-fragrances/Les-Essences/Eau-de-Parfum-Spray/index_116760.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jardin-Boheme-Les-Essences-Iris-Sublime-Eau-de-Parfum-Spray-116760.jpg
Jardin Bohème,Les Essences,Oud Mystique,Eau de Parfum Spray,Women,"BP: €1,799.00* / 1000 ml",/Jardin-Boheme/Womens-fragrances/Les-Essences/Eau-de-Parfum-Spray/index_116762.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jardin-Boheme-Les-Essences-Oud-Mystique-Eau-de-Parfum-Spray-116762.jpg
Molton Brown,Women’s fragrances,Jasmine & Sun Rose,Eau de Toilette Spray,Women,BP: €999.50* / 1000 ml,/Molton-Brown/Fragrances/Womens-fragrances/Eau-de-Toilette-Spray/index_92865.aspx,https://cdn.parfumdreams.de/Img/Art/13/Molton-Brown-Damenduefte-Jasmine-Sun-Rose-Eau-de-Toilette-Spray-92865_3.jpg
Guess,Seductive,,Eau de Toilette Spray,Women,BP: €448.00* / 1000 ml,/Guess/Womens-fragrances/Seductive/Eau-de-Toilette-Spray/index_34961.aspx,https://cdn.parfumdreams.de/Img/Art/13/Guess-Seductive-Eau-de-Toilette-Spray-34961_1.jpg
GUERLAIN,Aqua Allegoria,Nettare di Sole,Eau de Toilette Spray,Women,BP: €695.60* / 1000 ml,/GUERLAIN/Womens-fragrances/Aqua-Allegoria/Eau-de-Toilette-Spray/index_101630.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Aqua-Allegoria-Nettare-di-Sole-Eau-de-Toilette-Spray-101630x1_17.jpg
Jardin Bohème,Rendez-Vous Nocturne,,Eau de Parfum Spray,Women,BP: €899.00* / 1000 ml,/Jardin-Boheme/Womens-fragrances/Rendez-Vous-Nocturne/Eau-de-Parfum-Spray/index_100626.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jardin-Boheme-Rendez-Vous-Nocturne-Eau-de-Parfum-Spray-100626.jpg
Jean & Len,Fragrances,Highlands,Eau de Toilette Spray,Women,BP: €439.00* / 1000 ml,/Jean-Len/Unisex-fragrances/Fragrances/Eau-de-Toilette-Spray/index_103586.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jean-Len-Duefte-Highlands-Eau-de-Parfum-Spray-103586_6.jpg
Dolce&Gabbana,Dolce,Rose,Eau de Toilette Spray,Women,"BP: €1,146.00* / 1000 ml",/DolceGabbana/Womens-fragrances/Dolce/Eau-de-Toilette-Spray/index_98260.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-Dolce-Rose-Eau-de-Toilette-Spray-98260x1_13.jpg
Coach,Dreams,,Eau de Parfum Spray,Women,BP: €848.75* / 1000 ml,/Coach/Womens-fragrances/Dreams/Eau-de-Parfum-Spray/index_89477.aspx,https://cdn.parfumdreams.de/Img/Art/13/Coach-Dreams-Eau-de-Parfum-Spray-89477x2_2.jpg
DIOR,Poison,Hypnotic Poison,Eau de Toilette Roller-Pearl,Women,"BP: €1,947.50* / 1000 ml",/DIOR/Womens-fragrances/Poison/Eau-de-Toilette-Roller-Pearl/index_82822.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Poison-Hypnotic-Poison-Eau-de-Toilette-Roller-Pearl-82822_22.jpg
Karl Lagerfeld,Les Parfums Matières,Fleur de Thé,Eau de Parfum Spray,Women,BP: €439.00* / 1000 ml,/Karl-Lagerfeld/Womens-fragrances/Les-Parfums-Matieres/Eau-de-Parfum-Spray/index_105886.aspx,https://cdn.parfumdreams.de/Img/Art/13/Karl-Lagerfeld-Les-Parfums-Matieres-Fleur-de-The-Eau-de-Parfum-Spray-105886.jpg
Gisada,Donna,,Eau de Toilette Spray,Women,"BP: €1,699.00* / 1000 ml",/Gisada/Womens-fragrances/Donna/Eau-de-Toilette-Spray/index_94964.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gisada-Donna-Eau-de-Toilette-Spray-94964.jpg
BALR.,1 Women,,Gift Set,Women,BP: €54.95* / 1 pcs.,/BALR/Womens-fragrances/1-Women/Gift-Set/index_117587.aspx,https://cdn.parfumdreams.de/Img/Art/13/BALR-1-Women-Geschenkset-117587.jpg
DIOR,J'adore,,Hair Mist,Women,"BP: €1,123.75* / 1000 ml",/DIOR/Womens-fragrances/Jadore/Hair-Mist/index_90113.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Jadore-Hair-Mist-90113_3.jpg
Davidoff,Cool Water Woman,,Parfum,Women,BP: €839.00* / 1000 ml,/Davidoff/Womens-fragrances/Cool-Water-Woman/Parfum/index_102655.aspx,https://cdn.parfumdreams.de/Img/Art/13/Davidoff-Cool-Water-For-Her-Le-Parfum-102655.jpg
Alyssa Ashley,Musk,,Eau de Toilette Spray,Women,BP: €678.00* / 1000 ml,/Alyssa-Ashley/Unisex-fragrances/Musk/Eau-de-Toilette-Spray/index_19821.aspx,https://cdn.parfumdreams.de/Img/Art/13/Alyssa-Ashley-Musk-Eau-de-Toilette-Spray-19821_4.jpg
Otto Kern,Soft Contrast,,Eau de Parfum Spray,Women,BP: €666.67* / 1000 ml,/Otto-Kern/Womens-fragrances/Soft-Contrast/Eau-de-Parfum-Spray/index_73595.aspx,https://cdn.parfumdreams.de/Img/Art/13/Otto-Kern-Soft-Contrast-Eau-de-Parfum-Spray-73595_1.jpg
Hollister,Free Wave,,Eau de Parfum Spray,Women,BP: €665.00* / 1000 ml,/Hollister/Womens-fragrances/Free-Wave/Eau-de-Parfum-Spray/index_87451.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hollister-Free-Wave-Eau-de-Parfum-Spray-87451.jpg
Elie Saab,Le Parfum,,Eau de Parfum Spray,Women,"BP: €1,765.00* / 1000 ml",/Elie-Saab/Womens-fragrances/Le-Parfum/Eau-de-Parfum-Spray/index_106867.aspx,https://cdn.parfumdreams.de/Img/Art/13/Elie-Saab-Le-Parfum-Lumiere-Eau-de-Parfum-Spray-106867_6.jpg
s.Oliver,So Pure Women,,Eau de Toilette Spray,Women,BP: €486.67* / 1000 ml,/sOliver/Womens-fragrances/So-Pure-Women/Eau-de-Toilette-Spray/index_67544.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-So-Pure-Women-Eau-de-Toilette-Spray-67544_1.jpg
Cartier,Riviéres de Cartier,Insouciance,Eau de Toilette Spray,Women,BP: €679.50* / 1000 ml,/Cartier/Womens-fragrances/Rivieres-de-Cartier/Eau-de-Toilette-Spray/index_102882.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Rivieres-de-Cartier-Insouciance-Eau-de-Toilette-Spray-102882.jpg
Betty Barclay,Woman 1,,Eau de Parfum Spray,Women,BP: €932.67* / 1000 ml,/Betty-Barclay/Womens-fragrances/Woman-1/Eau-de-Parfum-Spray/index_20505.aspx,https://cdn.parfumdreams.de/Img/Art/13/Betty-Barclay-Woman-1-Eau-de-Parfum-Spray-20505_1.jpg
Rochas,Eau de Rochas,,Eau de Toilette Spray,Women,BP: €629.50* / 1000 ml,/Rochas/Womens-fragrances/Eau-de-Rochas/Eau-de-Toilette-Spray/index_33202.aspx,https://cdn.parfumdreams.de/Img/Art/13/Rochas-Eau-Fraiche-Eau-de-Toilette-Spray-33202.jpg
Nature Blossom,Moon Flower,,Eau de Parfum Spray,Women,BP: €299.00* / 1000 ml,/Nature-Blossom/Womens-fragrances/Moon-Flower/Eau-de-Parfum-Spray/index_101270.aspx,https://cdn.parfumdreams.de/Img/Art/13/Nature-Blossom-Moon-Flower-Eau-de-Parfum-Spray-101270_4.jpg
Betty Barclay,Tender Blossom,,Eau de Parfum Spray,Women,BP: €900.00* / 1000 ml,/Betty-Barclay/Womens-fragrances/Tender-Blossom/Eau-de-Parfum-Spray/index_40852.aspx,https://cdn.parfumdreams.de/Img/Art/13/Betty-Barclay-Tender-Blossom-Eau-de-Parfum-Spray-40852_1.jpg
KENZO,FLOWER BY KENZO,L'Absolue,Gift Set,Women,BP: €75.95* / 1 pcs.,/KENZO/Womens-fragrances/FLOWER-BY-KENZO/Gift-Set/index_116000.aspx,https://cdn.parfumdreams.de/Img/Art/13/KENZO-FLOWER-BY-KENZO-LAbsolue-Geschenkset-116000.jpg
Miu Miu,Miu Miu,L'Eau Bleue,Eau de Parfum Spray,Women,"BP: €1,559.00* / 1000 ml",/Miu-Miu/Womens-fragrances/Miu-Miu/Eau-de-Parfum-Spray/index_63274.aspx,https://cdn.parfumdreams.de/Img/Art/13/Miu-Miu-Miu-Miu-LEau-Bleue-Eau-de-Parfum-Spray-63274x1_2.jpg
Estée Lauder,Luxury Fragrance,Paradise Moon,Eau de Parfum Spray,Women,"BP: €1,459.50* / 1000 ml",/Estee-Lauder/Womens-fragrances/Luxury-Fragrance/Eau-de-Parfum-Spray/index_110431.aspx,https://cdn.parfumdreams.de/Img/Art/13/Estee-Lauder-Luxury-Fragrance-Paradise-Moon-Eau-de-Parfum-Spray-110431.jpg
LA RIVE,Women's Collection,Miss Dream,Eau de Parfum Spray,Women,BP: €94.33* / 1000 ml,/LA-RIVE/Womens-fragrances/Womens-Collection/Eau-de-Parfum-Spray/index_119601.aspx,https://cdn.parfumdreams.de/Img/Art/13/LA-RIVE-Womens-Collection-Miss-Dream-Eau-de-Parfum-Spray-119601.jpg
Jovan,Musk Oil Gold,,Eau de Parfum Spray,Women,BP: €304.24* / 1000 ml,/Jovan/Womens-fragrances/Musk-Oil-Gold/Eau-de-Parfum-Spray/index_74372.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jovan-Musk-Oil-Gold-Eau-de-Parfum-Spray-74372.jpg
Elie Saab,Le Parfum,,Gift Set,Women,"BP: €1,249.17* / 1000 ml",/Elie-Saab/Womens-fragrances/Le-Parfum/Gift-Set/index_118210.aspx,https://cdn.parfumdreams.de/Img/Art/13/Elie-Saab-Le-Parfum-Geschenkset-118210.jpg
GUERLAIN,Shalimar,,Eau de Toilette Spray,Women,"BP: €1,539.00* / 1000 ml",/GUERLAIN/Womens-fragrances/Shalimar/Eau-de-Toilette-Spray/index_14408.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Shalimar-Eau-de-Toilette-Spray-14408.jpg
Jardin Bohème,Fleur d'Innocence,,Eau de Parfum Spray,Women,BP: €799.00* / 1000 ml,/Jardin-Boheme/Womens-fragrances/Fleur-dInnocence/Eau-de-Parfum-Spray/index_110869.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jardin-Boheme-Fleur-dInnocence-Eau-de-Parfum-Spray-110869.jpg
Jean-Charles Brosseau,Fleurs d'Ombre,Jasmin-Lilas,Eau de Toilette Spray,Women,"BP: €1,519.00* / 1000 ml",/Jean-Charles-Brosseau/Womens-fragrances/Fleurs-dOmbre/Eau-de-Toilette-Spray/index_34488.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jean-Charles-Brosseau-Fleurs-dOmbre-Jasmin-Lilas-Eau-de-Toilette-Spray-34488_1.jpg
Betty Barclay,Oriental Bloom,,Eau de Parfum Spray,Women,BP: €900.00* / 1000 ml,/Betty-Barclay/Womens-fragrances/Oriental-Bloom/Eau-de-Parfum-Spray/index_93112.aspx,https://cdn.parfumdreams.de/Img/Art/13/Betty-Barclay-Oriental-Bloom-Eau-de-Parfum-Spray-93112_1.jpg
Guess,Seductive,Red,Eau de Toilette Spray,Women,BP: €498.33* / 1000 ml,/Guess/Womens-fragrances/Seductive/Eau-de-Toilette-Spray/index_107133.aspx,https://cdn.parfumdreams.de/Img/Art/13/Guess-Seductive-Red-Eau-de-Toilette-Spray-107133.jpg
s.Oliver,Feels Like Summer,,Eau de Toilette Spray,Women,BP: €520.00* / 1000 ml,/sOliver/Womens-fragrances/Feels-Like-Summer/Eau-de-Toilette-Spray/index_100445.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-Feels-Like-Summer-Eau-de-Toilette-Spray-100445x2_8.jpg
Estée Lauder,Classics,Cinnabar,Eau de Parfum Spray,Women,"BP: €1,559.00* / 1000 ml",/Estee-Lauder/Womens-fragrances/Classics/Eau-de-Parfum-Spray/index_50560.aspx,https://cdn.parfumdreams.de/Img/Art/13/Estee-Lauder-Klassiker-Cinnabar-Eau-de-Parfum-Spray-50560.jpg
GUERLAIN,Les Légendaires,,Eau de Toilette Spray,Women,"BP: €1,292.67* / 1000 ml",/GUERLAIN/Womens-fragrances/Les-Legendaires/Eau-de-Toilette-Spray/index_68726.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Insolence-Eau-de-Toilette-Spray-68726_1.jpg
Elie Saab,Girl Of Now,,Gift Set,Women,BP: €70.95* / 1 pcs.,/Elie-Saab/Womens-fragrances/Girl-Of-Now/Gift-Set/index_112426.aspx,https://cdn.parfumdreams.de/Img/Art/13/Elie-Saab-Girl-Of-Now-Geschenkset-112426.jpg
Iceberg,Twice Femme,,Eau de Toilette Spray,Women,BP: €259.50* / 1000 ml,/Iceberg/Womens-fragrances/Twice-Femme/Eau-de-Toilette-Spray/index_107957.aspx,https://cdn.parfumdreams.de/Img/Art/13/Iceberg-Twice-Femme-Eau-de-Toilette-Spray-107957.jpg
Miro,Magic,,Eau de Parfum Spray,Women,BP: €189.00* / 1000 ml,/Miro/Womens-fragrances/Magic/Eau-de-Parfum-Spray/index_62599.aspx,https://cdn.parfumdreams.de/Img/Art/13/Miro-Magic-Eau-de-Parfum-Spray-62599_4.jpg
Paco Rabanne,Black XS for Her,,Eau de Parfum Spray,Women,"BP: €1,479.00* / 1000 ml",/Paco-Rabanne/Womens-fragrances/Black-XS-for-Her/Eau-de-Parfum-Spray/index_75931.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Black-XS-for-Her-Eau-de-Parfum-Spray-75931x1_4.jpg
Guess,Bella Vita,,Eau de Parfum Spray,Women,BP: €831.67* / 1000 ml,/Guess/Womens-fragrances/Bella-Vita/Eau-de-Parfum-Spray/index_99593.aspx,https://cdn.parfumdreams.de/Img/Art/13/Guess-Bella-Vita-Eau-de-Parfum-Spray-99593.jpg
Roberto Cavalli,Paradiso Assoluto,,Eau de Parfum Spray,Women,BP: €959.33* / 1000 ml,/Roberto-Cavalli/Womens-fragrances/Paradiso-Assoluto/Eau-de-Parfum-Spray/index_64608.aspx,https://cdn.parfumdreams.de/Img/Art/13/Roberto-Cavalli-Paradiso-Assoluto-Eau-de-Parfum-Spray-64608x2_16.jpg
Floris London,White Rose,,Eau de Toilette Spray,Women,"BP: €1,479.00* / 1000 ml",/Floris-London/Womens-fragrances/White-Rose/Eau-de-Toilette-Spray/index_28220.aspx,https://cdn.parfumdreams.de/Img/Art/13/Floris-London-White-Rose-Eau-de-Toilette-Spray-28220.jpg
Montblanc,Signature,,Gift Set,Women,BP: €71.95* / 1 pcs.,/Montblanc/Womens-fragrances/Signature/Gift-Set/index_120983.aspx,https://cdn.parfumdreams.de/Img/Art/13/Montblanc-Signature-Geschenkset-120983.jpg
Jardin Bohème,Nuages de Coton,,Eau de Parfum Spray,Women,BP: €799.00* / 1000 ml,/Jardin-Boheme/Womens-fragrances/Nuages-de-Coton/Eau-de-Parfum-Spray/index_109867.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jardin-Boheme-Nuages-de-Coton-Eau-de-Parfum-Spray-109867.jpg
Miu Miu,Miu Miu,,Eau de Parfum Spray,Women,"BP: €1,379.00* / 1000 ml",/Miu-Miu/Womens-fragrances/Miu-Miu/Eau-de-Parfum-Spray/index_53401.aspx,https://cdn.parfumdreams.de/Img/Art/13/Miu-Miu-Miu-Miu-Eau-de-Parfum-Spray-53401x1_3.jpg
Lacoste,L.12.12 Rose,,Eau de Parfum Spray,Women,"BP: €1,259.00* / 1000 ml",/Lacoste/Womens-fragrances/L1212-Rose/Eau-de-Parfum-Spray/index_99010.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lacoste-L1212-Femme-Rose-Eau-de-Parfum-Spray-99010x1_24.jpg
Elizabeth Arden,White Tea,Gingerlily,Eau de Toilette Spray,Women,BP: €631.67* / 1000 ml,/Elizabeth-Arden/Womens-fragrances/White-Tea/Eau-de-Toilette-Spray/index_98697.aspx,https://cdn.parfumdreams.de/Img/Art/13/Elizabeth-Arden-White-Tea-Gingerlily-Eau-de-Toilette-Spray-98697x1_1.jpg
Clinique,Aromatics Elixir,Aromatics In White,Perfume Spray,Women,"BP: €1,319.00* / 1000 ml",/Clinique/Fragrance/Aromatics-Elixir/Perfume-Spray/index_49357.aspx,https://cdn.parfumdreams.de/Img/Art/13/Clinique-Aromatics-Elixir-Aromatics-In-White-Perfume-Spray-49357.jpg
Helene Fischer,That's Me,,Eau de Parfum Spray,Women,BP: €459.00* / 1000 ml,/Helene-Fischer/Womens-fragrances/Thats-Me/Eau-de-Parfum-Spray/index_64908.aspx,https://cdn.parfumdreams.de/Img/Art/13/Helene-Fischer-Thats-Me-Eau-de-Parfum-Spray-64908.jpg
LA RIVE,Women's Collection,Cuté Woman,Eau de Parfum Spray,Women,BP: €84.90* / 1000 ml,/LA-RIVE/Womens-fragrances/Womens-Collection/Eau-de-Parfum-Spray/index_123405.aspx,https://cdn.parfumdreams.de/Img/Art/13/LA-RIVE-Womens-Collection-Cute-Woman-Eau-de-Parfum-Spray-123405.jpg
Betty Barclay,Dream Away,,Eau de Toilette Spray,Women,BP: €740.00* / 1000 ml,/Betty-Barclay/Womens-fragrances/Dream-Away/Eau-de-Toilette-Spray/index_103624.aspx,https://cdn.parfumdreams.de/Img/Art/13/Betty-Barclay-Dream-Away-Eau-de-Toilette-Spray-103624.jpg
Karl Lagerfeld,Karl,Rome Divino Amore,Eau de Parfum Spray,Women,BP: €349.17* / 1000 ml,/Karl-Lagerfeld/Womens-fragrances/Karl/Eau-de-Parfum-Spray/index_116085.aspx,https://cdn.parfumdreams.de/Img/Art/13/Karl-Lagerfeld-Karl-Kollektion-Rome-Divino-Amore-Eau-de-Parfum-Spray-116085.jpg
Michael Kors,Wonderlust,,Eau de Parfum Spray,Women,"BP: €1,499.00* / 1000 ml",/Michael-Kors/Womens-fragrances/Wonderlust/Eau-de-Parfum-Spray/index_85195.aspx,https://cdn.parfumdreams.de/Img/Art/13/Michael-Kors-Wonderlust-Eau-de-Parfum-Spray-85195x1_8.jpg
Gucci,Gucci Bloom,Ambrosia di Fiori,Eau de Parfum Spray,Women,"BP: €2,331.67* / 1000 ml",/Gucci/Womens-fragrances/Gucci-Bloom/Eau-de-Parfum-Spray/index_88419.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Bloom-Ambrosia-di-Fiori-Eau-de-Parfum-Spray-88419_8.jpg
Disney,Frozen II,,Eau de Toilette Spray,Women,BP: €199.67* / 1000 ml,/Disney/Skin-care/Frozen-II/Eau-de-Toilette-Spray/index_94744.aspx,https://cdn.parfumdreams.de/Img/Art/13/Disney-Frozen-II-Eau-de-Toilette-Spray-94744_1.jpg
Naomi Campbell,Cat Deluxe,,Eau de Toilette Spray,Women,BP: €930.00* / 1000 ml,/Naomi-Campbell/Womens-fragrances/Cat-Deluxe/Eau-de-Toilette-Spray/index_17917.aspx,https://cdn.parfumdreams.de/Img/Art/13/Naomi-Campbell-Cat-Deluxe-Eau-de-Toilette-Spray-17917.jpg
Marc Jacobs,Daisy Dream,Forever,Eau de Parfum Spray,Women,"BP: €1,479.00* / 1000 ml",/Marc-Jacobs/Womens-fragrances/Daisy-Dream/Eau-de-Parfum-Spray/index_52456.aspx,https://cdn.parfumdreams.de/Img/Art/13/Marc-Jacobs-Daisy-Dream-Forever-Eau-de-Parfum-Spray-52456_3.jpg
Betty Barclay,Pure Sun,,Eau de Toilette Spray,Women,BP: €740.00* / 1000 ml,/Betty-Barclay/Womens-fragrances/Pure-Sun/Eau-de-Toilette-Spray/index_100438.aspx,https://cdn.parfumdreams.de/Img/Art/13/Betty-Barclay-Pure-Sun-Eau-de-Toilette-Spray-100438.jpg
Berdoues,Eaux de Toilette 95% Organics,,Gift Set,Women,BP: €20.95* / 1 pcs.,/Berdoues/Unisex-fragrances/Eaux-de-Toilette-95-Organics/Gift-Set/index_117340.aspx,https://cdn.parfumdreams.de/Img/Art/13/Berdoues-Eau-de-Toilette-95-Organics-Geschenkset-117340.jpg
s.Oliver,Black Label Women,,Eau de Toilette Spray,Women,BP: €546.67* / 1000 ml,/sOliver/Womens-fragrances/Black-Label-Women/Eau-de-Toilette-Spray/index_78567.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-Black-Label-Women-Eau-de-Toilette-Spray-78567.jpg
Juicy Couture,Oui,,Eau de Parfum Spray,Women,"BP: €1,498.33* / 1000 ml",/Juicy-Couture/Womens-fragrances/Oui/Eau-de-Parfum-Spray/index_87514.aspx,https://cdn.parfumdreams.de/Img/Art/13/Juicy-Couture-Oui-Eau-de-Parfum-Spray-87514x1_1.jpg
Marbert,Bath & Body,,Eau Fraîche Spray,Women,BP: €239.00* / 1000 ml,/Marbert/Skin-care/Bath-Body/Eau-Fraiche-Spray/index_25836.aspx,https://cdn.parfumdreams.de/Img/Art/13/Marbert-Bath-Body-Eau-Fraiche-Spray-25836_1.jpg
Diesel,Loverdose Red Kiss,,Eau de Parfum Spray,Women,"BP: €1,239.00* / 1000 ml",/Diesel/Womens-fragrances/Loverdose-Red-Kiss/Eau-de-Parfum-Spray/index_49517.aspx,https://cdn.parfumdreams.de/Img/Art/13/Diesel-Loverdose-Red-Kiss-Eau-de-Parfum-Spray-49517_1.jpg
Burberry,My Burberry,,Eau de Parfum Spray,Women,"BP: €1,679.00* / 1000 ml",/Burberry/Womens-fragrances/My-Burberry/Eau-de-Parfum-Spray/index_112219.aspx,https://cdn.parfumdreams.de/Img/Art/13/Burberry-My-Burberry-Eau-de-Parfum-Spray-112219.jpg
Eight & Bob,Annicke Collection,,Eau de Parfum Spray 6,Women,"BP: €2,666.67* / 1000 ml",/Eight-Bob/Womens-fragrances/Annicke-Collection/Eau-de-Parfum-Spray-6/index_97858.aspx,https://cdn.parfumdreams.de/Img/Art/13/Eight-Bob-Annicke-Collection-Eau-de-Parfum-Spray-6-97858_9.jpg
Betty Barclay,Pure Sun,,Eau de Parfum Spray,Women,BP: €900.00* / 1000 ml,/Betty-Barclay/Womens-fragrances/Pure-Sun/Eau-de-Parfum-Spray/index_100437.aspx,https://cdn.parfumdreams.de/Img/Art/13/Betty-Barclay-Pure-Sun-Eau-de-Parfum-Spray-100437.jpg
KENZO,KENZO WORLD,,Eau de Toilette Spray,Women,"BP: €1,279.00* / 1000 ml",/KENZO/Womens-fragrances/KENZO-WORLD/Eau-de-Toilette-Spray/index_74847.aspx,https://cdn.parfumdreams.de/Img/Art/13/KENZO-KENZO-WORLD-Eau-de-Toilette-Spray-74847.jpg
Marc Jacobs,Daisy Paradise,Daisy Paradise Limited Edition,Eau de Toilette Spray,Women,"BP: €1,319.00* / 1000 ml",/Marc-Jacobs/Womens-fragrances/Daisy-Paradise/Eau-de-Toilette-Spray/index_119525.aspx,https://cdn.parfumdreams.de/Img/Art/13/Marc-Jacobs-Daisy-Paradise-Daisy-Paradise-Limited-Edition-Eau-de-Toilette-Spray-119525.jpg
Porsche Design,Woman,,Eau de Parfum Spray,Women,"BP: €1,565.00* / 1000 ml",/Porsche-Design/Womens-fragrances/Woman/Eau-de-Parfum-Spray/index_82962.aspx,https://cdn.parfumdreams.de/Img/Art/13/Porsche-Design-Woman-Eau-de-Parfum-Spray-82962.jpg
Juicy Couture,I am Juicy Couture,,Eau de Parfum Spray,Women,"BP: €1,431.67* / 1000 ml",/Juicy-Couture/Womens-fragrances/I-am-Juicy-Couture/Eau-de-Parfum-Spray/index_87512.aspx,https://cdn.parfumdreams.de/Img/Art/13/Juicy-Couture-I-am-Juicy-Couture-Eau-de-Parfum-Spray-87512.jpg
Juicy Couture,Viva La Juicy,Gold Couture,Eau de Parfum Spray,Women,"BP: €1,259.00* / 1000 ml",/Juicy-Couture/Womens-fragrances/Viva-La-Juicy/Eau-de-Parfum-Spray/index_87513.aspx,https://cdn.parfumdreams.de/Img/Art/13/Juicy-Couture-Viva-La-Juicy-Gold-Couture-Eau-de-Parfum-Spray-87513.jpg
Estée Lauder,Classics,Estée,Eau de Parfum Spray,Women,"BP: €1,559.00* / 1000 ml",/Estee-Lauder/Womens-fragrances/Classics/Eau-de-Parfum-Spray/index_50561.aspx,https://cdn.parfumdreams.de/Img/Art/13/Estee-Lauder-Klassiker-Estee-Eau-de-Parfum-Spray-50561.jpg
Coach,Floral,,Eau de Parfum Spray,Women,"BP: €1,131.67* / 1000 ml",/Coach/Womens-fragrances/Floral/Eau-de-Parfum-Spray/index_76782.aspx,https://cdn.parfumdreams.de/Img/Art/13/Coach-Floral-Eau-de-Parfum-Spray-76782x3_5.jpg
Elie Saab,Le Parfum,L'Essentiel,Eau de Parfum Spray,Women,"BP: €1,239.00* / 1000 ml",/Elie-Saab/Womens-fragrances/Le-Parfum/Eau-de-Parfum-Spray/index_89251.aspx,https://cdn.parfumdreams.de/Img/Art/13/Elie-Saab-Le-Parfum-LEssentiel-Eau-de-Parfum-Spray-89251_32.jpg
Dolce&Gabbana,Dolce,Garden,Eau de Parfum Spray,Women,"BP: €1,266.00* / 1000 ml",/DolceGabbana/Womens-fragrances/Dolce/Eau-de-Parfum-Spray/index_74183.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-Dolce-Garden-Eau-de-Parfum-Spray-74183x2_18.jpg
Marc Jacobs,Daisy Paradise,Love Paradise Limited Edition,Eau de Toilette Spray,Women,"BP: €1,319.00* / 1000 ml",/Marc-Jacobs/Womens-fragrances/Daisy-Paradise/Eau-de-Toilette-Spray/index_119527.aspx,https://cdn.parfumdreams.de/Img/Art/13/Marc-Jacobs-Daisy-Paradise-Love-Paradise-Limited-Edition-Eau-de-Toilette-Spray-119527.jpg
s.Oliver,Pure Sense Women,,Eau de Parfum Spray,Women,BP: €626.67* / 1000 ml,/sOliver/Womens-fragrances/Pure-Sense-Women/Eau-de-Parfum-Spray/index_105429.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-Pure-Sense-Women-Eau-de-Parfum-Spray-105429_2.jpg
Calvin Klein,Eternity Intense,,Eau de Parfum Spray,Women,"BP: €1,098.33* / 1000 ml",/Calvin-Klein/Womens-fragrances/Eternity-Intense/Eau-de-Parfum-Spray/index_115580.aspx,https://cdn.parfumdreams.de/Img/Art/13/Calvin-Klein-Eternity-Intense-Eau-de-Parfum-Spray-115580.jpg
Charli D'Amelio,Born Dreamer,,Eau de Toilette Spray Refill,Women,BP: €439.33* / 1000 ml,/Charli-DAmelio/Womens-fragrances/Born-Dreamer/Eau-de-Toilette-Spray-Refill/index_121317.aspx,https://cdn.parfumdreams.de/Img/Art/13/Charli-DAmelio-Born-Dreamer-Eau-de-Toilette-Spray-Refill-121317.jpg
Versace,Bright Crystal,,Gift Set,Women,BP: €59.95* / 1 pcs.,/Versace/Womens-fragrances/Bright-Crystal/Gift-Set/index_120987.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Bright-Crystal-Geschenkset-120987.jpg
