brand,name_1,name_2,category,gender,base_price,url,image
Estée Lauder,Classics,Aliage,Eau de Parfum Spray,Women,"BP: €1,279.00* / 1000 ml",/Estee-Lauder/Womens-fragrances/Classics/Eau-de-Parfum-Spray/index_50558.aspx,https://cdn.parfumdreams.de/Img/Art/13/Estee-Lauder-Klassiker-Aliage-Eau-de-Parfum-Spray-50558.jpg
Guess,Seductive,Noir,Eau de Toilette Spray,Women,BP: €773.33* / 1000 ml,/Guess/Womens-fragrances/Seductive/Eau-de-Toilette-Spray/index_116766.aspx,https://cdn.parfumdreams.de/Img/Art/13/Guess-Seductive-Noir-Eau-de-Toilette-Spray-116766.jpg
Toni Gard,Grl Pwr,,Eau de Parfum Spray,Women,BP: €998.75* / 1000 ml,/Toni-Gard/Womens-fragrances/Grl-Pwr/Eau-de-Parfum-Spray/index_94495.aspx,https://cdn.parfumdreams.de/Img/Art/13/Toni-Gard-Grl-Pwr-Eau-de-Parfum-Spray-94495.jpg
Jil Sander,Sun Delight,,Eau de Toilette Spray,Women,BP: €665.00* / 1000 ml,/Jil-Sander/Womens-fragrances/Sun-Delight/Eau-de-Toilette-Spray/index_17396.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jil-Sander-Sun-Delight-Eau-de-Toilette-Spray-17396.jpg
Acqua del Garda,Route III,,Eau de Parfum Spray,Women,"BP: €1,219.00* / 1000 ml",/Acqua-del-Garda/Womens-fragrances/Route-III/Eau-de-Parfum-Spray/index_78649.aspx,https://cdn.parfumdreams.de/Img/Art/13/Acqua-del-Garda-Route-III-Soave-Eau-de-Parfum-Spray-78649_1.jpg
Starck Fragrances,Peau d'Amour,,Eau de Parfum Spray,Women,"BP: €1,498.75* / 1000 ml",/Starck-Fragrances/Womens-fragrances/Peau-dAmour/Eau-de-Parfum-Spray/index_94478.aspx,https://cdn.parfumdreams.de/Img/Art/13/Starck-Peau-dAmour-Eau-de-Parfum-Spray-94478x1_3.jpg
Nobile 1942,Ponte Vecchio,,Eau de Parfum Spray,Women,"BP: €1,626.00* / 1000 ml",/Nobile-1942/Womens-fragrances/Ponte-Vecchio/Eau-de-Parfum-Spray/index_66043.aspx,https://cdn.parfumdreams.de/Img/Art/13/Nobile-1942-Ponte-Vecchio-Eau-de-Parfum-Spray-66043.jpg
Lacoste,L.12.12 Femme,Sparkling,Eau de Toilette Spray,Women,"BP: €1,431.67* / 1000 ml",/Lacoste/Womens-fragrances/L1212-Femme/Eau-de-Toilette-Spray/index_57299.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lacoste-L1212-Femme-Sparkling-Eau-de-Toilette-Spray-57299_1.jpg
Jardin Bohème,Mémoires d'Amour,,Eau de Parfum Spray,Women,BP: €899.00* / 1000 ml,/Jardin-Boheme/Womens-fragrances/Memoires-dAmour/Eau-de-Parfum-Spray/index_98518.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jardin-Boheme-Memoires-dAmour-Eau-de-Parfum-Spray-98518.jpg
Mercedes Benz Perfume,Woman,,Eau de Parfum Spray,Women,"BP: €1,998.33* / 1000 ml",/Mercedes-Benz-Perfume/Womens-fragrances/Woman/Eau-de-Parfum-Spray/index_83197.aspx,https://cdn.parfumdreams.de/Img/Art/13/Mercedes-Benz-Perfume-Star-Woman-Eau-de-Parfum-Spray-83197.jpg
Leonard,Tamango,,Eau de Toilette Spray,Women,"BP: €1,039.00* / 1000 ml",/Leonard/Womens-fragrances/Tamango/Eau-de-Toilette-Spray/index_19611.aspx,https://cdn.parfumdreams.de/Img/Art/13/Leonard-Tamango-Eau-de-Toilette-Spray-19611_1.jpg
Armani,Si,Sì Passione Éclat,Eau de Parfum Spray,Women,"BP: €1,998.33* / 1000 ml",/Armani/Giorgio-Armani-Parfums/Si/Eau-de-Parfum-Spray/index_110509.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Si-Si-Passione-Eclat-Eau-de-Parfum-Spray-110509_46.jpg
Lacoste,L.12.12 Rose,Eau Intense,Eau de Toilette Spray,Women,"BP: €1,170.00* / 1000 ml",/Lacoste/Womens-fragrances/L1212-Rose/Eau-de-Toilette-Spray/index_120384.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lacoste-L1212-Femme-Blanc-Eau-Intense-Eau-de-Toilette-Spray-120384x2_2.jpg
Issey Miyake,Nectar d'Issey,Petale de Nectar,Eau de Toilette Spray,Women,"BP: €1,043.89* / 1000 ml",/Issey-Miyake/Womens-fragrances/Nectar-dIssey/Eau-de-Toilette-Spray/index_83148.aspx,https://cdn.parfumdreams.de/Img/Art/13/Issey-Miyake-LEau-dIssey-Pure-Petale-de-Nectar-Eau-de-Toilette-Spray-83148.jpg
Gucci,Gucci Bloom,,Eau de Toilette Spray,Women,"BP: €1,499.00* / 1000 ml",/Gucci/Womens-fragrances/Gucci-Bloom/Eau-de-Toilette-Spray/index_112794.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Bloom-Eau-De-Toilette-Spray-112794x1_1.jpg
Lalique,Perles de Lalique,,Eau de Parfum Spray,Women,BP: €589.50* / 1000 ml,/Lalique/Womens-fragrances/Perles-de-Lalique/Eau-de-Parfum-Spray/index_21720.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lalique-Perles-de-Lalique-Eau-de-Parfum-Spray-21720.jpg
Lalique,L'Amour,,Eau de Parfum Vaporisateur,Women,"BP: €1,798.33* / 1000 ml",/Lalique/Womens-fragrances/LAmour/Eau-de-Parfum-Vaporisateur/index_41928.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lalique-LAmour-Eau-de-Parfum-Vaporisateur-41928.jpg
Engelsrufer,Love,,Eau de Parfum Spray,Women,BP: €529.50* / 1000 ml,/Engelsrufer/Womens-fragrances/Love/Eau-de-Parfum-Spray/index_77367.aspx,https://cdn.parfumdreams.de/Img/Art/13/Engelsrufer-Love-Eau-de-Parfum-Spray-77367.jpg
Naomi Campbell,Naomi Campbell,,Eau de Toilette Spray,Women,BP: €559.00* / 1000 ml,/Naomi-Campbell/Womens-fragrances/Naomi-Campbell/Eau-de-Toilette-Spray/index_15599.aspx,https://cdn.parfumdreams.de/Img/Art/13/Naomi-Campbell-Naomi-Campbell-Eau-de-Toilette-Spray-15599.jpg
GUERLAIN,Les Légendaires,,Eau de Parfum Spray,Women,"BP: €1,506.00* / 1000 ml",/GUERLAIN/Womens-fragrances/Les-Legendaires/Eau-de-Parfum-Spray/index_60476.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Nahema-Eau-de-Parfum-Spray-60476_1.jpg
Baldessarini,Bella,Absolue,Eau de Parfum Spray,Women,"BP: €1,431.67* / 1000 ml",/Baldessarini/Womens-fragrances/Bella/Eau-de-Parfum-Spray/index_119287.aspx,https://cdn.parfumdreams.de/Img/Art/13/Baldessarini-Bella-Absolu-Eau-de-Parfum-Spray-119287.jpg
GUERLAIN,Les Légendaires,,Eau de Parfum Spray,Women,"BP: €1,506.00* / 1000 ml",/GUERLAIN/Womens-fragrances/Les-Legendaires/Eau-de-Parfum-Spray/index_68729.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Champs-Elysees-Eau-de-Parfum-Spray-68729_1.jpg
Jimmy Choo,Pour Femme,,Eau de Toilette Spray,Women,BP: €698.75* / 1000 ml,/Jimmy-Choo/Womens-fragrances/Pour-Femme/Eau-de-Toilette-Spray/index_48664.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jimmy-Choo-Pour-Femme-Eau-de-Toilette-Spray-48664x3_4.jpg
DIOR,J'adore,J'adore L'Or,Essence de Parfum Spray,Women,"BP: €3,198.75* / 1000 ml",/DIOR/Womens-fragrances/Jadore/Essence-de-Parfum-Spray/index_29831.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Jadore-Jadore-LOr-Essence-de-Parfum-Spray-29831_46.jpg
Elie Saab,Le Parfum,In White,Eau de Parfum Spray,Women,"BP: €1,765.00* / 1000 ml",/Elie-Saab/Womens-fragrances/Le-Parfum/Eau-de-Parfum-Spray/index_74250.aspx,https://cdn.parfumdreams.de/Img/Art/13/Elie-Saab-Le-Parfum-In-White-Eau-de-Parfum-Spray-74250_2.jpg
Cacharel,Yes I Am,Bloom Up,Eau de Parfum Spray,Women,"BP: €1,231.67* / 1000 ml",/Cacharel/Womens-fragrances/Yes-I-Am/Eau-de-Parfum-Spray/index_119879.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cacharel-Yes-I-Am-Bloom-Up-Eau-de-Parfum-Spray-119879.jpg
Montale,Flowers,Pure Gold,Eau de Parfum Spray,Women,"BP: €1,250.00* / 1000 ml",/Montale/Fragrances/Flowers/Eau-de-Parfum-Spray/index_39787.aspx,https://cdn.parfumdreams.de/Img/Art/13/Montale-Blumen-Pure-Gold-Eau-de-Parfum-Spray-39787.jpg
s.Oliver,For Her,,Eau de Parfum Spray,Women,BP: €680.00* / 1000 ml,/sOliver/Womens-fragrances/For-Her/Eau-de-Parfum-Spray/index_61085.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-For-Her-Eau-de-Parfum-Spray-61085.jpg
Obvious,Unisex fragrances,Un Été,Eau de Parfum Spray,Women,"BP: €1,099.50* / 1000 ml",/Obvious/Fragrances/Unisex-fragrances/Eau-de-Parfum-Spray/index_123246.aspx,https://cdn.parfumdreams.de/Img/Art/13/Obvious-Unisexduefte-Un-Ete-Eau-de-Parfum-Spray-123246.jpg
s.Oliver,Pure Sense Women,,Eau de Toilette Spray,Women,BP: €460.67* / 1000 ml,/sOliver/Womens-fragrances/Pure-Sense-Women/Eau-de-Toilette-Spray/index_105424.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-Pure-Sense-Women-Eau-de-Toilette-Spray-105424.jpg
Burberry,My Burberry,,Eau de Parfum Spray,Women,"BP: €1,965.00* / 1000 ml",/Burberry/Womens-fragrances/My-Burberry/Eau-de-Parfum-Spray/index_121120.aspx,https://cdn.parfumdreams.de/Img/Art/13/Burberry-My-Burberry-Eau-de-Parfum-Spray-121120.jpg
Montale,Vanilla,Chocolate Greedy,Eau de Parfum Spray,Women,"BP: €1,050.00* / 1000 ml",/Montale/Fragrances/Vanilla/Eau-de-Parfum-Spray/index_39762.aspx,https://cdn.parfumdreams.de/Img/Art/13/Montale-Vanilla-Chocolate-Greedy-Eau-de-Parfum-Spray-39762_1.jpg
GIVENCHY,IRRÉSISTIBLE,Live Irrésistible Blossom Crush,Eau de Toilette Spray,Women,"BP: €1,798.33* / 1000 ml",/GIVENCHY/Womens-fragrances/IRRESISTIBLE/Eau-de-Toilette-Spray/index_74393.aspx,https://cdn.parfumdreams.de/Img/Art/13/Givenchy-IRRESISTIBLE-Live-Irresistible-Blossom-Crush-Eau-de-Toilette-Spray-74393.jpg
s.Oliver,Selection Women,,Eau de Toilette Spray,Women,BP: €546.67* / 1000 ml,/sOliver/Womens-fragrances/Selection-Women/Eau-de-Toilette-Spray/index_22862.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-Selection-Women-Eau-de-Toilette-Spray-22862.jpg
Marbert,Woman,,Eau de Toilette Spray,Women,BP: €79.50* / 1000 ml,/Marbert/Womens-fragrances/Woman/Eau-de-Toilette-Spray/index_25828.aspx,https://cdn.parfumdreams.de/Img/Art/13/Marbert-Woman-Eau-de-Toilette-Spray-25828.jpg
Moschino,Pink Fresh Couture,,Eau de Toilette Spray,Women,"BP: €1,198.33* / 1000 ml",/Moschino/Womens-fragrances/Pink-Fresh-Couture/Eau-de-Toilette-Spray/index_66612.aspx,https://cdn.parfumdreams.de/Img/Art/13/Moschino-Pink-Fresh-Couture-Eau-de-Toilette-Spray-66612.jpg
Cacharel,Lou Lou,,Eau de Parfum Spray,Women,BP: €831.67* / 1000 ml,/Cacharel/Womens-fragrances/Lou-Lou/Eau-de-Parfum-Spray/index_18471.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cacharel-Lou-Lou-Eau-de-Parfum-Spray-18471_1.jpg
GUERLAIN,Shalimar,,Eau de Parfum Spray Refill,Women,"BP: €1,639.00* / 1000 ml",/GUERLAIN/Womens-fragrances/Shalimar/Eau-de-Parfum-Spray-Refill/index_14406.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Shalimar-Eau-de-Parfum-Spray-Nachfuellung-14406.jpg
M.Micallef,Royal Muska,,Eau de Parfum Spray,Women,"BP: €3,498.33* / 1000 ml",/MMicallef/Jewel/Royal-Muska/Eau-de-Parfum-Spray/index_59598.aspx,https://cdn.parfumdreams.de/Img/Art/13/MMicallef-Royal-Muska-Eau-de-Parfum-Spray-59598_4.jpg
Dolce&Gabbana,Dolce,Peony,Eau de Parfum Spray,Women,"BP: €1,266.00* / 1000 ml",/DolceGabbana/Womens-fragrances/Dolce/Eau-de-Parfum-Spray/index_82205.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-Dolce-Peony-Eau-de-Parfum-Spray-82205x2_22.jpg
Montale,Flowers,Chypre Fruite,Eau de Parfum Spray,Women,"BP: €1,050.00* / 1000 ml",/Montale/Fragrances/Flowers/Eau-de-Parfum-Spray/index_39790.aspx,https://cdn.parfumdreams.de/Img/Art/13/Montale-Flowers-Chypre-Fruite-Eau-de-Parfum-Spray-39790_1.jpg
Montale,Vanilla,Sweet Oriental Dream,Eau de Parfum Spray,Women,"BP: €1,050.00* / 1000 ml",/Montale/Fragrances/Vanilla/Eau-de-Parfum-Spray/index_39763.aspx,https://cdn.parfumdreams.de/Img/Art/13/Montale-Vanilla-Sweet-Oriental-Dream-Eau-de-Parfum-Spray-39763_1.jpg
Estée Lauder,Luxury Fragrance,Dream Dusk,Eau de Parfum Spray,Women,"BP: €1,948.75* / 1000 ml",/Estee-Lauder/Womens-fragrances/Luxury-Fragrance/Eau-de-Parfum-Spray/index_110428.aspx,https://cdn.parfumdreams.de/Img/Art/13/Estee-Lauder-Luxury-Fragrance-Dream-Dusk-Eau-de-Parfum-Spray-110428x1_1.jpg
Cacharel,Yes I Am,Fabulous,Eau de Parfum Spray,Women,"BP: €1,298.33* / 1000 ml",/Cacharel/Womens-fragrances/Yes-I-Am/Eau-de-Parfum-Spray/index_90064.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cacharel-Yes-I-Am-Fabulous-Eau-de-Parfum-Spray-90064_16.jpg
Acqua di Parma,Le Nobili,Rosa Nobile,Eau de Parfum Spray,Women,"BP: €2,039.00* / 1000 ml",/Acqua-di-Parma/Womens-fragrances/Le-Nobili/Eau-de-Parfum-Spray/index_47706.aspx,https://cdn.parfumdreams.de/Img/Art/13/Acqua-di-Parma-Rosa-Nobile-Eau-de-Parfum-Spray-47706_1.jpg
Moschino,Funny,,Eau de Toilette Spray,Women,"BP: €1,039.00* / 1000 ml",/Moschino/Womens-fragrances/Funny/Eau-de-Toilette-Spray/index_15615.aspx,https://cdn.parfumdreams.de/Img/Art/13/Moschino-Funny-Eau-de-Toilette-Spray-15615.jpg
Coach,Dreams Sunset,,Eau de Parfum Spray,Women,BP: €848.75* / 1000 ml,/Coach/Womens-fragrances/Dreams-Sunset/Eau-de-Parfum-Spray/index_103066.aspx,https://cdn.parfumdreams.de/Img/Art/13/Coach-Dreams-Sunset-Eau-de-Parfum-Spray-103066x2_2.jpg
Le Couvent Maison de Parfum,Colognes Botaniques,Aqua Minimes,Eau de Toilette Spray,Women,BP: €779.00* / 1000 ml,/Le-Couvent-Maison-de-Parfum/Fragrances/Colognes-Botaniques/Eau-de-Toilette-Spray/index_84112.aspx,https://cdn.parfumdreams.de/Img/Art/13/Le-Couvent-Maison-de-Parfum-Colognes-Botaniques-Aqua-Minimes-Eau-de-Toilette-Spray-84112_4.jpg
Chopard,Cašmir,,Eau de Parfum Spray,Women,BP: €765.00* / 1000 ml,/Chopard/Womens-fragrances/Casmir/Eau-de-Parfum-Spray/index_15861.aspx,https://cdn.parfumdreams.de/Img/Art/13/Chopard-Cašmir-Eau-de-Parfum-Spray-15861.jpg
Molinard,Habanita,,Eau de Parfum Spray,Women,"BP: €1,319.33* / 1000 ml",/Molinard/Womens-fragrances/Habanita/Eau-de-Parfum-Spray/index_67870.aspx,https://cdn.parfumdreams.de/Img/Art/13/Molinard-Habanita-Eau-de-Parfum-Spray-67870_3.jpg
Versace,Crystal Noir,,Eau de Toilette Spray,Women,"BP: €1,665.00* / 1000 ml",/Versace/Womens-fragrances/Crystal-Noir/Eau-de-Toilette-Spray/index_15305.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Crystal-Noir-Eau-de-Toilette-Spray-15305x2_8.jpg
s.Oliver,Women,,Eau de Toilette Spray,Women,BP: €486.67* / 1000 ml,/sOliver/Womens-fragrances/Women/Eau-de-Toilette-Spray/index_22856.aspx,https://cdn.parfumdreams.de/Img/Art/13/sOliver-Women-Eau-de-Toilette-Spray-22856.jpg
Chloé,Nomade,,Eau de Toilette Spray,Women,"BP: €1,598.33* / 1000 ml",/Chloe/Womens-fragrances/Nomade/Eau-de-Toilette-Spray/index_83201.aspx,https://cdn.parfumdreams.de/Img/Art/13/Chloe-Nomade-Eau-de-Toilette-Spray-83201_18.jpg
Jean-Charles Brosseau,Ombre Rose,,Eau de Parfum Spray,Women,"BP: €1,506.00* / 1000 ml",/Jean-Charles-Brosseau/Womens-fragrances/Ombre-Rose/Eau-de-Parfum-Spray/index_34480.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jean-Charles-Brosseau-Ombre-Rose-LOriginal-Eau-de-Parfum-Spray-34480_1.jpg
Cartier,Riviéres de Cartier,,Gift Set,Women,BP: €87.95* / 1 pcs.,/Cartier/Womens-fragrances/Rivieres-de-Cartier/Gift-Set/index_113972.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Rivieres-de-Cartier-Geschenkset-113972.jpg
Nesti Dante Firenze,N°5 Limonum Zagara,,Essence du Parfum Spray,Women,BP: €489.50* / 1000 ml,/Nesti-Dante-Firenze/Womens-fragrances/N5-Limonum-Zagara/Essence-du-Parfum-Spray/index_78800.aspx,https://cdn.parfumdreams.de/Img/Art/13/Nesti-Dante-Firenze-N5-Limonum-Zagara-Essence-du-Parfum-Spray-78800.jpg
Furla,Mistica,,Eau de Parfum Spray,Women,"BP: €1,331.67* / 1000 ml",/Furla/Womens-fragrances/Mistica/Eau-de-Parfum-Spray/index_123413.aspx,https://cdn.parfumdreams.de/Img/Art/13/Furla-Mistica-Eau-de-Parfum-Spray-123413.jpg
Nesti Dante Firenze,N°7 Aqua Dea Marine,,Essence du Parfum Spray,Women,BP: €489.50* / 1000 ml,/Nesti-Dante-Firenze/Womens-fragrances/N7-Aqua-Dea-Marine/Essence-du-Parfum-Spray/index_78553.aspx,https://cdn.parfumdreams.de/Img/Art/13/Nesti-Dante-Firenze-N7-Aqua-Dea-Marine-Essence-du-Parfum-Spray-78553.jpg
Mexx,Ice Touch Woman,,Eau de Toilette Spray,Women,BP: €930.00* / 1000 ml,/Mexx/Womens-fragrances/Ice-Touch-Woman/Eau-de-Toilette-Spray/index_46895.aspx,https://cdn.parfumdreams.de/Img/Art/13/Mexx-Ice-Touch-Woman-Eau-de-Toilette-Spray-46895.jpg
Christina Aguilera,Cherry Noir,,Eau de Parfum Spray,Women,BP: €730.00* / 1000 ml,/Christina-Aguilera/Womens-fragrances/Cherry-Noir/Eau-de-Parfum-Spray/index_122545.aspx,https://cdn.parfumdreams.de/Img/Art/13/Christina-Aguilera-Cherry-Noir-Eau-de-Parfum-Spray-122545x1_1.jpg
4711,Remix,Exotic Paradise | Grapefruit,Eau de Cologne Spray,Women,BP: €188.00* / 1000 ml,/4711/Womens-fragrances/Remix/Eau-de-Cologne-Spray/index_112079.aspx,https://cdn.parfumdreams.de/Img/Art/13/4711-Remix-Grapefruit-Eau-de-Cologne-112079.jpg
Cacharel,Yes I Am,Delicious,Eau de Parfum Spray,Women,"BP: €1,298.33* / 1000 ml",/Cacharel/Womens-fragrances/Yes-I-Am/Eau-de-Parfum-Spray/index_110511.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cacharel-Yes-I-Am-Delicious-Eau-de-Parfum-Spray-110511.jpg
BALR.,1 Women,,Eau de Parfum Spray,Women,"BP: €1,531.67* / 1000 ml",/BALR/Womens-fragrances/1-Women/Eau-de-Parfum-Spray/index_105240.aspx,https://cdn.parfumdreams.de/Img/Art/13/BALR-1-Eau-de-Parfum-Spray-105240_4.jpg
GUERLAIN,Shalimar,,Eau de Toilette Spray Refill,Women,"BP: €1,042.47* / 1000 ml",/GUERLAIN/Womens-fragrances/Shalimar/Eau-de-Toilette-Spray-Refill/index_14410.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Shalimar-Eau-de-Toilette-Spray-Nachfuellung-14410.jpg
GUERLAIN,Les Légendaires,,Eau de Toilette Spray,Women,"BP: €1,292.67* / 1000 ml",/GUERLAIN/Womens-fragrances/Les-Legendaires/Eau-de-Toilette-Spray/index_14370.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Mitsouko-Eau-de-Toilette-Spray-14370_1.jpg
DKNY,Be Delicious,100%,Eau de Parfum Spray,Women,"BP: €1,298.33* / 1000 ml",/DKNY/Womens-fragrances/Be-Delicious/Eau-de-Parfum-Spray/index_117982.aspx,https://cdn.parfumdreams.de/Img/Art/13/DKNY-Be-Delicious-100-Eau-de-Parfum-Spray-117982x1_1.jpg
Cacharel,Yes I Am,,Eau de Parfum Spray,Women,"BP: €1,298.33* / 1000 ml",/Cacharel/Womens-fragrances/Yes-I-Am/Eau-de-Parfum-Spray/index_83137.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cacharel-Yes-I-Am-Eau-de-Parfum-Spray-83137_17.jpg
Bvlgari,Splendida,Tubereuse Mystique,Eau de Parfum Spray,Women,"BP: €1,465.00* / 1000 ml",/Bvlgari/Womens-fragrances/Splendida/Eau-de-Parfum-Spray/index_87390.aspx,https://cdn.parfumdreams.de/Img/Art/13/Bvlgari-Splendida-Tubereuse-Mystique-Eau-de-Parfum-Spray-87390x1_7.jpg
Bvlgari,Splendida,Patchouli Tentation,Eau de Parfum Spray,Women,"BP: €2,298.33* / 1000 ml",/Bvlgari/Womens-fragrances/Splendida/Eau-de-Parfum-Spray/index_99166.aspx,https://cdn.parfumdreams.de/Img/Art/13/Bvlgari-Splendida-Eau-de-Parfum-Spray-99166x2_8.jpg
Bench.,Shine For Her,,Eau de Toilette Spray,Women,BP: €331.67* / 1000 ml,/Bench/Womens-fragrances/Shine-For-Her/Eau-de-Toilette-Spray/index_116093.aspx,https://cdn.parfumdreams.de/Img/Art/13/Bench-Shine-For-Her-Eau-de-Toilette-Spray-116093.jpg
SENSAI,The Silk,,Eau de Toilette Spray,Women,"BP: €1,919.00* / 1000 ml",/SENSAI/Womens-fragrances/The-Silk/Eau-de-Toilette-Spray/index_52629.aspx,https://cdn.parfumdreams.de/Img/Art/13/SENSAI-The-Silk-Eau-de-Toilette-Spray-52629_1.jpg
Kérastase,Chronologiste,,Huile de Parfum-Oil,Women,BP: €543.00* / 1000 ml,/Kerastase/Hair-care/Chronologiste/Huile-de-Parfum-Oil/index_94190.aspx,https://cdn.parfumdreams.de/Img/Art/13/Kerastase-Chronologiste-Huile-de-Parfum-Oil-94190.jpg
Karl Lagerfeld,Karl,21 Rue Saint-Guillaume,Eau de Parfum Spray,Women,BP: €365.83* / 1000 ml,/Karl-Lagerfeld/Womens-fragrances/Karl/Eau-de-Parfum-Spray/index_96377.aspx,https://cdn.parfumdreams.de/Img/Art/13/Karl-Lagerfeld-Karl-Kollektion-21-Rue-Saint-Guillaume-Eau-de-Parfum-Spray-96377.jpg
Viktor & Rolf,Flowerbomb,Dew,Eau de Parfum Spray,Women,"BP: €1,779.00* / 1000 ml",/Viktor-Rolf/Womens-fragrances/Flowerbomb/Eau-de-Parfum-Spray/index_89025.aspx,https://cdn.parfumdreams.de/Img/Art/13/Viktor-Rolf-Flowerbomb-Dew-Eau-de-Parfum-Spray-89025_17.jpg
Oscar de la Renta,Bella Bouquet,,Eau de Parfum Spray,Women,"BP: €1,565.00* / 1000 ml",/Oscar-de-la-Renta/Womens-fragrances/Bella-Bouquet/Eau-de-Parfum-Spray/index_121072.aspx,https://cdn.parfumdreams.de/Img/Art/13/Oscar-de-la-Renta-Bella-Bouquet-Eau-de-Parfum-Spray-121072.jpg
Elizabeth Arden,White Tea,Mandarin Blossom,Eau de Toilette Spray,Women,BP: €631.67* / 1000 ml,/Elizabeth-Arden/Womens-fragrances/White-Tea/Eau-de-Toilette-Spray/index_91636.aspx,https://cdn.parfumdreams.de/Img/Art/13/Elizabeth-Arden-White-Tea-Mandarin-Blossom-Eau-de-Toilette-Spray-91636x1_1.jpg
Playboy,Queen Of The Game,,Eau de Toilette Spray,Women,BP: €199.75* / 1000 ml,/Playboy/Womens-fragrances/Queen-Of-The-Game/Eau-de-Toilette-Spray/index_60667.aspx,https://cdn.parfumdreams.de/Img/Art/13/Playboy-Queen-Of-The-Game-Eau-de-Toilette-Spray-60667.jpg
GUERLAIN,Aqua Allegoria,Mandarine Basilic Forte,Eau de Parfum Spray,Women,"BP: €1,292.67* / 1000 ml",/GUERLAIN/Womens-fragrances/Aqua-Allegoria/Eau-de-Parfum-Spray/index_115505.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Aqua-Allegoria-Mandarine-Basilic-Eau-de-Parfum-Spray-115505.jpg
Sana Jardin Paris,Revolution de la Fleur,,Eau de Parfum Spray,Women,"BP: €2,995.00* / 1000 ml",/Sana-Jardin-Paris/Womens-fragrances/Revolution-de-la-Fleur/Eau-de-Parfum-Spray/index_83550.aspx,https://cdn.parfumdreams.de/Img/Art/13/Sana-Jardin-Paris-Revolution-de-la-Fleur-Eau-de-Parfum-Spray-83550_3.jpg
4711 Acqua Colonia,Lemon & Ginger,,Eau de Cologne Splash & Spray,Women,BP: €390.00* / 1000 ml,/4711-Acqua-Colonia/Basic-Range/Lemon-Ginger/Eau-de-Cologne-Splash-Spray/index_50744.aspx,https://cdn.parfumdreams.de/Img/Art/13/4711-Acqua-Colonia-Lemon-Ginger-Eau-de-Cologne-Spray-50744_15.jpg
Mexx,Simply For Her,,Eau de Toilette Spray,Women,BP: €775.00* / 1000 ml,/Mexx/Womens-fragrances/Simply-For-Her/Eau-de-Toilette-Spray/index_117354.aspx,https://cdn.parfumdreams.de/Img/Art/13/Mexx-Simply-For-Her-Eau-de-Toilette-Spray-117354x1_1.jpg
Estée Lauder,Modern Muse,,Eau de Parfum Spray,Women,"BP: €1,759.00* / 1000 ml",/Estee-Lauder/Womens-fragrances/Modern-Muse/Eau-de-Parfum-Spray/index_44765.aspx,https://cdn.parfumdreams.de/Img/Art/13/Estee-Lauder-Modern-Muse-Eau-de-Parfum-Spray-44765.jpg
Etro,Etra,,Eau de Toilette Spray,Women,"BP: €1,799.00* / 1000 ml",/Etro/Womens-fragrances/Etra/Eau-de-Toilette-Spray/index_16142.aspx,https://cdn.parfumdreams.de/Img/Art/13/Etro-Etra-Eau-de-Toilette-Spray-16142_3.jpg
Prada,La Femme,Intense,Eau de Parfum Spray,Women,"BP: €2,499.00* / 1000 ml",/Prada/Womens-fragrances/La-Femme/Eau-de-Parfum-Spray/index_67535.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-La-Femme-Prada-Intense-Eau-de-Parfum-Spray-67535_1.jpg
GUERLAIN,Les Eaux de GUERLAIN,,Eau Cedrat Spray,Women,BP: €899.50* / 1000 ml,/GUERLAIN/Womens-fragrances/Les-Eaux-de-GUERLAIN/Eau-Cedrat-Spray/index_14357.aspx,https://cdn.parfumdreams.de/Img/Art/13/GUERLAIN-Les-Eaux-de-GUERLAIN-Eau-Cedrat-Spray-14357.jpg
